"S7_ID","C7DESMTH","C7R4MSCL","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"C041",0,136.34,102.73,"4y college",0,"WHITE",0.71,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C041",1,166.94,158.26,"4y college",1,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C041",1,157.47,140.57,"4y college",1,"WHITE",-0.39,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C041",1,155.15,154.57,"4y college",1,"WHITE",0.58,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C041",0,133.05,103.9,"4y college",0,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C041",0,158.76,158.68,"4y college",1,"WHITE",0.27,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C041",0,147.2,102.6,"less than",1,"WHITE",-0.34,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C041",1,162.49,151.22,"4y college",0,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C061",0,159.28,146.11,"4y college",1,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C052",1,162,150.57,"4y college",0,"WHITE",0.88,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",0,164.89,158.21,"4y college",0,"WHITE",0.98,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",0,161.57,148.2,"4y college",1,"WHITE",0.75,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",0,151.28,103.64,"4y college",0,"WHITE",1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",1,168.71,148.73,"more than",0,"WHITE",0.33,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",0,162.77,155.66,"more than",1,"WHITE",1.68,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",1,158.81,159.11,"more than",1,"WHITE",0.75,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",1,165.36,162.32,"4y college",1,"WHITE",1.17,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",0,161.26,161.07,"4y college",1,"WHITE",1.31,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",0,155.72,138.89,"4y college",0,"WHITE",0.96,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",1,169.52,152.52,"4y college",0,"WHITE",1.21,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",1,169.28,152.1,"more than",0,"HISPANIC",0.76,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",1,168.47,158.32,"more than",1,"WHITE",1.27,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",1,153.42,148.12,"4y college",1,"HISPANIC",0.22,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C052",1,161.12,141.49,"4y college",1,"WHITE",1,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,168.97,134.47,"more than",0,"HISPANIC",0.82,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,161.75,142.82,"more than",0,"WHITE",0.69,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,161.08,140.81,"4y college",1,"WHITE",0.8,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,153.92,141.64,"4y college",1,"WHITE",1.05,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,154.71,132.66,"more than",1,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,152.75,128.09,"4y college",0,"WHITE",-0.15,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",1,172.2,161.17,"4y college",1,"WHITE",1.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",1,161.66,141.21,"more than",1,"WHITE",1.86,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,153.67,139.94,"less than",1,"WHITE",0.44,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",1,168.13,148.47,"more than",1,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,156.98,146.29,"more than",0,"WHITE",0.54,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",1,165.36,156.91,"more than",1,"WHITE",1.21,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",0,89.84,63.72,"less than",0,"WHITE",0.56,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C122",1,164.69,160.77,"more than",0,"WHITE",0.87,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0077",0,160.2,130.02,"4y college",1,"WHITE",0.34,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",1,136.54,132.75,"more than",0,"HISPANIC",0.48,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",1,137.66,107.59,"more than",1,"WHITE",1.06,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",0,131.64,118.69,"4y college",1,"HISPANIC",-0.26,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",1,166.83,144.44,"more than",1,"WHITE",1.72,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",1,168.85,157.98,"more than",1,"WHITE",1.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",1,162.63,149.46,"4y college",0,"WHITE",0.61,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",1,123.89,121.41,"less than",1,"HISPANIC",-0.19,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",1,82.69,89.74,"less than",1,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",0,106.46,68.07,"4y college",0,"BLACK",-0.15,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",0,146.63,134.79,"4y college",1,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",0,149.37,138.5,"more than",1,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"0077",0,145.42,136.76,"more than",1,"WHITE",0.31,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE CITY"
"C061",1,172.2,169.51,"more than",1,"HISPANIC",1.98,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,166.64,131.6,"less than",0,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,171.39,162.54,"more than",1,"WHITE",1.68,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",0,167.37,148.36,"4y college",1,"WHITE",1.13,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,166.91,160.5,"4y college",0,"WHITE",0.65,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,159.75,141.04,"more than",0,"WHITE",0.9,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,167.42,160.69,"4y college",1,"HISPANIC",0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",0,158.56,147.69,"4y college",0,"WHITE",0.56,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,169.28,159.76,"4y college",0,"WHITE",0.03,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,160.23,138.33,"4y college",1,"WHITE",0.8,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,144.68,128.9,"less than",1,"WHITE",-0.24,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C061",1,168.11,159.87,"4y college",0,"WHITE",1.41,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","SMALL TOWN AND RURAL"
"C076",1,142.3,106.1,"more than",1,"WHITE",0.82,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",0,144.78,124.96,"less than",0,"WHITE",0.05,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",0,123.5,95.23,"4y college",1,"WHITE",0.62,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",1,144.79,129.7,"more than",1,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",0,137.72,138.46,"4y college",1,"WHITE",-0.02,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",1,147.75,119.28,"4y college",0,"WHITE",0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",1,166.55,158.94,"4y college",0,"WHITE",1.41,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",0,141.52,139.88,"4y college",1,"WHITE",0.29,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",1,141.75,115.3,"4y college",1,"WHITE",0.84,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C076",0,157.97,129.42,"4y college",0,"HISPANIC",0.36,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",1,146.69,103.96,"4y college",1,"WHITE",0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",1,170.17,159.46,"4y college",1,"WHITE",-0.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",1,150.77,140.28,"more than",1,"WHITE",0.6,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",1,143.9,120.95,"4y college",1,"WHITE",0.51,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",1,156.39,140.09,"more than",1,"WHITE",0.4,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",0,146.09,137.46,"more than",1,"WHITE",1.35,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",1,149.39,121.43,"4y college",1,"WHITE",0.62,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",0,169.34,148.13,"more than",0,"WHITE",0.46,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",0,155.75,117.79,"4y college",0,"WHITE",1.4,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",0,142.21,132.8,"more than",0,"WHITE",0.34,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",0,157.71,137.94,"more than",0,"WHITE",0.79,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",1,153.91,117.33,"more than",0,"WHITE",0.44,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0085",0,160.46,154.32,"more than",0,"WHITE",0.45,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",1,145.65,121.13,"4y college",0,"WHITE",-0.34,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",0,146.82,131.45,"4y college",1,"WHITE",-0.01,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",1,159.2,140.45,"4y college",0,"WHITE",1.03,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",1,164.74,132.95,"more than",1,"WHITE",-0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",1,120.4,116.24,"more than",0,"WHITE",0.58,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",1,97.66,73.61,"more than",1,"HISPANIC",-1.04,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",1,160.31,135.7,"4y college",1,"WHITE",1.02,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",0,140.48,135.51,"more than",0,"WHITE",0.28,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",0,164.3,156.27,"4y college",1,"WHITE",1.06,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",1,123.72,107.41,"4y college",0,"WHITE",0.77,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C110",1,162.64,142.75,"more than",1,"WHITE",1.55,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",1,172.2,168.01,"more than",1,"WHITE",0.9,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",1,169.94,160.97,"more than",1,"WHITE",0.55,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",0,136.92,103.55,"4y college",0,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",1,166.24,143.08,"more than",0,"WHITE",-0.06,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",0,141.53,107.02,"4y college",0,"WHITE",1.04,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",1,154.91,139.25,"4y college",1,"WHITE",0.33,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",1,169.21,165.22,"4y college",1,"WHITE",1.27,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",1,153.5,131.72,"4y college",0,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",0,159.28,128.71,"4y college",0,"WHITE",1.32,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",0,158.82,148.47,"4y college",1,"WHITE",0.85,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",1,154.14,131.52,"4y college",0,"Other",0.8,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",0,150.6,118.31,"more than",0,"WHITE",1.55,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C221",0,140.66,89.75,"4y college",0,"WHITE",0.27,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C197",1,140.23,115.27,"4y college",1,"HISPANIC",-0.14,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C197",0,144.04,131.69,"more than",1,"WHITE",-0.59,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C197",0,143.17,131.35,"less than",1,"WHITE",-0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C197",1,146.81,119.8,"4y college",1,"HISPANIC",1.18,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C197",0,143.77,130.56,"4y college",0,"WHITE",-0.28,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"C197",1,122.99,99.52,"more than",0,"HISPANIC",0.49,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","NORTHEAST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
